"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)"
0.021512836687235134,0.028240349094105218,0.005728604330486479,0.028891405424113305,0.006311207325121299,0.028187643974540388,0.0059895252961707736,0.03007110963603276,0.0059833504929055785,0.031294804140013725,0.03321612254556941,0.020794308383708823,0.0077908525224619695,0.008067644530970563,0.008103323597098139,0.008611342305630796,0.007579013385438346,0.00860345055778749,0.007694650391158543,0.00850137208030138,0.007100695970815871,0.006130017022499915,0.03260411588235125,0.030629896100861358,0.00725099764464515,0.00786072715521117,0.00810609659501575,0.007894702148203755,0.008166564455869873,0.007830707013403007,0.007865535059917685,0.00840267930589336,0.008052997866860522,0.0076230498856174585,0.033307532309186344,0.030630057688999485,0.007251112403251104,0.007860727155211288,0.008106224886926668,0.007894660499891114,0.008166607538612949,0.00783066570269491,0.007865493565475314,0.008402679305893517,0.008052955383462563,0.007623090101047258,0.03330770802320482,0.020794418084165014,0.00779101692645615,0.008067644530970624,0.008103323597097782,0.008611478593860983,0.007579053368554064,0.00860358672111814,0.007694650391158428,0.008501372080301672,0.007100695970816047,0.006130049361429532,0.03260428788549445,0.02151283668723524,0.028240498076178108,0.005728725216542106,0.02889125300819325,0.006311207325121673,0.028187643974541408,0.0059895252961708004,0.030070950996611813,0.005983476754661612,0.03129496923587718,0.0332161225455704
0.021413578984580132,0.03690065039930073,0.00151841873257599,0.038621686682390556,0.00184297223841752,0.036763043152328576,0.0016598876969035493,0.04184010898591177,0.001656466992858682,0.045314623370719835,0.051049532260724395,0.020007040890781938,0.0028084316962155545,0.0030115314851002707,0.0030382273132971353,0.003431117612075331,0.0026577813353937923,0.003424831691334064,0.0027395023900455744,0.003344043728277678,0.002332897914765721,0.0017386703981596729,0.04918568851485365,0.04340951626929566,0.0024327048846025426,0.0028590341542976704,0.003040307062291556,0.0028838017309749954,0.0030858349060844384,0.0028372385317840493,0.002862532601008528,0.003266852125041361,0.00300060664811718,0.002688756186733104,0.05133089241053656,0.04340997428465362,0.0024327818880837526,0.0028590341542977563,0.003040403298472504,0.0028837713042009325,0.003085867464838817,0.0028372085962945926,0.002862502398643441,0.0032668521250414826,0.003000574988943239,0.0026887845558957145,0.05133143400461715,0.02000725198578559,0.002808550225544285,0.0030115314851003163,0.0030382273132968686,0.003431226218754927,0.002657809377740094,0.003424940099042607,0.0027395023900454916,0.0033440437282779064,0.002332897914765837,0.0017386887429335094,0.04918620747481387,0.021413578984580343,0.03690103973938079,0.001518482817151392,0.038621279187892016,0.001842972238417738,0.03676304315233124,0.0016598876969035638,0.041839667534084135,0.0016565369037349787,0.04531510148693187,0.05104953226072744
0.016958334620952427,0.03836192062432378,0.0003202112901411304,0.04107675856921559,0.00042818110722428064,0.03814753603642008,0.000365988441478411,0.046316797334987364,0.0003648576786055747,0.052204371678411826,0.06242189686583185,0.015315232724945737,0.0008054620994429882,0.0008943971835639861,0.0009063161239730697,0.0010876839462309756,0.0007415290708668964,0.0010846963062922923,0.0007759912718284272,0.0010465433747666117,0.0006098077132836806,0.00039235139498444694,0.059034711289536565,0.04894707345451146,0.0006493568880557536,0.0008273291495108219,0.0009072468801596275,0.0008381030250572791,0.0009277016776296057,0.0008178865847855009,0.0008288481513968856,0.0010105167709365437,0.0008895347357553659,0.000754529883671275,0.06293866590405275,0.04894784812003748,0.0006493877198699198,0.0008273291495108591,0.0009072899567292205,0.0008380897609497747,0.0009277163599886678,0.0008178736406302705,0.0008288350337602005,0.0010105167709366,0.0008895206576718591,0.0007545418253104233,0.06293966200885066,0.01531547511293705,0.0008055130915444263,0.0008943971835640063,0.0009063161239729503,0.0010877355900494065,0.0007415408067476316,0.0010847478082559585,0.0007759912718283921,0.001046543374766719,0.000609807713283726,0.00039235760457132315,0.059035645608029194,0.016958334620952677,0.03836252776291683,0.000320231562040419,0.04107610847426555,0.00042818110722435664,0.03814753603642423,0.0003659884414784158,0.04631606430937881,0.0003648807769733157,0.05220519789588049,0.06242189686583745
0.012331888855165372,0.03662006614389772,6.20060674508358e-05,0.040115624282151714,9.134581795423619e-05,0.036347453572250624,7.409834266796752e-05,0.04708002629217344,7.379325296046421e-05,0.05522399638361749,0.07008653943128712,0.01076506860722904,0.00021211863035311993,0.00024390791767312946,0.000248251344816209,0.0003166082976519641,0.00018997199210097582,0.0003154492865908308,0.00020183405695100147,0.0003007426194956441,0.0001463667913427479,8.129907468028929e-05,0.06506217729039522,0.05067817596509008,0.00015915853639850665,0.0002198314221545878,0.0002485913306976647,0.00022365668255090355,0.0002560922625878085,0.0002164924628084809,0.00022036974314565728,0.0002870185958062934,0.0002421414935052882,0.00019442581488093722,0.07086123415070772,0.05067924538522428,0.00015916861238874538,0.000219831422154601,0.0002486070684888965,0.00022365196300630082,0.0002560976666935479,0.0002164878944413337,0.00022036509296118599,0.00028701859580631476,0.00024213638389905287,0.00019442991769002296,0.07086272947742506,0.010765295773674865,0.0002121365355843302,0.00024390791767313688,0.0002482513448161654,0.0003166283414534553,0.0001899760009247442,0.0003154692570177782,0.0002018340569509893,0.0003007426194956852,0.00014636679134276244,8.130079026825548e-05,0.06506355024436149,0.012331888855165615,0.03662083890722554,6.201130146998069e-05,0.04011477777277488,9.13458179542578e-05,0.0363474535722559,7.409834266796882e-05,0.04707903282181628,7.379948195249091e-05,0.055225161730487554,0.07008653943129549
0.008697764649503345,0.03390545331034353,1.1645640656852324e-05,0.037998162316761196,1.890085654944825e-05,0.03359024239362396,1.4550612251199344e-05,0.046415872723255557,1.4475763159201005e-05,0.05666050482686463,0.07632449173074146,0.007339080513871667,5.4180644580803344e-05,6.451385931558666e-05,6.595309216704152e-05,8.938682582159744e-05,4.720441510632009e-05,8.897798913434378e-05,5.0917106055200064e-05,8.38232262739902e-05,3.407405657103721e-05,1.6339082023785253e-05,0.0695474787759683,0.050891689479845494,3.78362486321834e-05,5.665429786530032e-05,6.606601681957515e-05,5.788926002922808e-05,6.856716938869178e-05,5.5580714565508875e-05,5.6827769014393916e-05,7.906935460648851e-05,6.393036304057772e-05,4.8591808107485e-05,0.07738050142361055,0.05089303189055572,3.783924282194997e-05,5.665429786530457e-05,6.607124498564337e-05,5.7887733078295106e-05,6.85689780396409e-05,5.5579248507306493e-05,5.682627006251767e-05,7.906935460649587e-05,6.392867674285128e-05,4.859308985238722e-05,0.07738254255085346,0.007339274102655728,5.4186361471409716e-05,6.451385931558911e-05,6.595309216702705e-05,8.939389949111259e-05,4.72056602548701e-05,8.898503045036882e-05,5.091710605519623e-05,8.382322627400452e-05,3.4074056571041437e-05,1.6339513012799393e-05,0.0695493132853306,0.008697764649503559,0.03390634766154227,1.1646869450900055e-05,0.03799716003534235,1.890085654945384e-05,0.033590242393630045,1.4550612251199662e-05,0.046414648407031384,1.4477290574667145e-05,0.05666199940622436,0.07632449173075286
0.0060516490133938556,0.03096763328312696,2.157648081398405e-06,0.03550582935904355,3.85800096909154e-06,0.03062247682068017,2.818655963246714e-06,0.04514237185727611,2.8012657536284124e-06,0.057348369763432896,0.08199384531545675,0.004935765656900858,1.3652039940677121e-05,1.6833257875016892e-05,1.7284894915846898e-05,2.4895036526379572e-05,1.1570808186428006e-05,2.475846145586758e-05,1.2671295050313045e-05,2.304739239968093e-05,7.825158757903166e-06,3.2393489431036313e-06,0.07333684425598952,0.05041511841181782,8.873076667065321e-06,1.4403365553190653e-05,1.7320415157361858e-05,1.4780943165470538e-05,1.8110232031208884e-05,1.4076461612826753e-05,1.4456304155619407e-05,2.1487920173238014e-05,1.665072522465896e-05,1.1980093860503065e-05,0.0833570615490274,0.05041671422380496,8.873919283970173e-06,1.440336555319195e-05,1.7322059961654787e-05,1.4780475312564924e-05,1.8110805282373446e-05,1.407601605847788e-05,1.4455846578330226e-05,2.1487920173240412e-05,1.6650198188589863e-05,1.1980473071699416e-05,0.08335970008687424,0.004935921890868947,1.3653768558924325e-05,1.6833257875017658e-05,1.7284894915842348e-05,2.4897400641935222e-05,1.1571174442330294e-05,2.4760812601799153e-05,1.26712950503119e-05,2.3047392399685653e-05,7.825158757904332e-06,3.239451479646729e-06,0.07333916561948911,0.006051649013394033,0.030968613515283152,2.1579212823159535e-06,0.03550470551293135,3.85800096909291e-06,0.030622476820686827,2.8186559632467884e-06,0.04514094299109125,2.8016204492726027e-06,0.05735018503668776,0.08199384531547144
0.004176325464792038,0.028054401022774976,3.9650837302373526e-07,0.032907224530056636,7.810839319369391e-07,0.02768994010602043,5.415734908280471e-07,0.04354685068621414,5.376772732198837e-07,0.05757265251044137,0.08736814455394583,0.003292470833892961,3.411971995158223e-06,4.356501374315157e-06,4.493169996512573e-06,6.8771190918113005e-06,2.813191474289734e-06,6.833123100741808e-06,3.1277556707632676e-06,6.285411919274133e-06,1.7824485363886549e-06,6.370042613041403e-07,0.07670392193021787,0.04953694726671229,2.0639298034600635e-06,3.6320316939883017e-06,4.5039441493007985e-06,3.7433533251022665e-06,4.74445501347819e-06,3.536041877346862e-06,3.647610629171323e-06,5.792087245255871e-06,4.301437949534273e-06,2.929624148172643e-06,0.08906514491893482,0.04953877662219417,2.0641584691903394e-06,3.632031693988683e-06,4.504443147704275e-06,3.7432150914925537e-06,4.7446302219893935e-06,3.5359112992813063e-06,3.647475931123764e-06,5.792087245256626e-06,4.3012791071158355e-06,2.929732336591282e-06,0.0890684340156602,0.003292592421917685,3.412476027463378e-06,4.356501374315388e-06,4.4931699965111925e-06,6.87788101765443e-06,2.8132953629547918e-06,6.833880152206059e-06,3.127755670762938e-06,6.285411919275635e-06,1.7824485363889645e-06,6.37027785306355e-07,0.07670675453796749,0.004176325464792181,0.02805543704689325,3.9656694707686697e-07,0.032906009340343274,7.810839319372627e-07,0.027689940106027457,5.415734908280639e-07,0.04354524259906669,5.377567013969247e-07,0.05757477861738775,0.08736814455396409
0.0028648313567042603,0.02526260354690177,7.242829046579336e-08,0.03031565583856553,1.5718720652261493e-07,0.024887876257509833,1.0343245825302869e-07,0.04175545795953147,1.0258247394313985e-07,0.057450726066862114,0.09253565250807619,0.002183099156290014,8.476127605769998e-07,1.1207058910023668e-06,1.1609755601822006e-06,1.8883584809920955e-06,6.798592512042312e-07,1.8745583221426387e-06,7.674123029751978e-07,1.703843940650922e-06,4.0357565701714976e-07,1.2451195812747404e-07,0.07974382134465356,0.048381776189006555,4.771992268689665e-07,9.103730585944034e-07,1.1641577027423874e-06,9.423312973956219e-07,1.2354716156571567e-06,8.829282645127024e-07,9.148371426200731e-07,1.5518864050546254e-06,1.1045319715041076e-06,7.121110314050172e-07,0.09459262589875474,0.04838381813272366,4.772596497285988e-07,9.103730585945126e-07,1.1643051081307862e-06,9.42291528159897e-07,1.2355237585030762e-06,8.82891002264703e-07,9.147985337209694e-07,1.5518864050548564e-06,1.1044853569084774e-06,7.121410859164323e-07,0.09459661816264582,0.0021831912935771753,8.477558629812819e-07,1.120705891002435e-06,1.160975560181793e-06,1.888597584521067e-06,6.798879445358278e-07,1.8747956782985133e-06,7.674123029751054e-07,1.7038439406513876e-06,4.0357565701722985e-07,1.245172131312162e-07,0.07974718691757293,0.002864831356704373,0.02526366975030447,7.244051852908847e-08,0.030314376426035884,1.5718720652268936e-07,0.024887876257517053,1.0343245825303234e-07,0.041753695752696864,1.0259979293520115e-07,0.0574531507638991,0.09253565250809828
0.001955539685612905,0.02263695771633978,1.3165184616039158e-08,0.027791086677049874,3.147744944148988e-08,0.022259556557992482,1.965708619739721e-08,0.039841217119050254,1.947545013670907e-08,0.057047635897983416,0.09752768551433594,0.0014404156596213513,2.095329665476385e-07,2.868853038124947e-07,2.9850812174416366e-07,5.159708755564109e-07,1.6349390906112148e-07,5.11730751935066e-07,1.8736460066090833e-07,4.5960921819685034e-07,9.092760926534367e-08,2.421824317559356e-08,0.08249722940821204,0.0470215806262466,1.0979116349629009e-07,2.2706594855822052e-07,2.9942873995433027e-07,2.3605285477842858e-07,3.201415610998327e-07,2.1937962356169876e-07,2.283189465842071e-07,4.1375914842526126e-07,2.8223168424714137e-07,1.7224489827920958e-07,0.09996998606524891,0.047023813236171295,1.0980680306925519e-07,2.2706594855825115e-07,2.9947139309208507e-07,2.3604164739414627e-07,3.201567615932338e-07,2.1936920779374385e-07,2.2830810639260554e-07,4.137591484253305e-07,2.8221828437130575e-07,1.7225307655956094e-07,0.09997473269392461,0.0014404840513311701,2.0957276433348554e-07,2.8688530381251435e-07,2.985081217440457e-07,5.160443747696476e-07,1.6350167183992714e-07,5.118036471495588e-07,1.8736460066088294e-07,4.596092181969916e-07,9.092760926536398e-08,2.421939307081766e-08,0.0825011464210292,0.0019555396856129914,0.022638032531256763,1.3167685154287281e-08,0.027789767203960706,3.147744944150665e-08,0.022259556557999743,1.9657086197397987e-08,0.039839325526459364,1.9479149219518203e-08,0.057050344550407354,0.09752768551436215
0.0013292393045006045,0.02019886566454468,2.382948413969997e-09,0.025369567161561156,6.2769814099580754e-09,0.019825043370219987,3.720063950726224e-09,0.03785479613273791,3.681889990683821e-09,0.056409045323913186,0.10235656719400404,0.000946392249191071,5.157939044439809e-08,7.312972092653329e-08,7.642900301026294e-08,1.4038958862928417e-07,3.915192428001076e-08,1.3910830015745054e-07,4.555282280268307e-08,1.2345725465558745e-07,2.0400252866967955e-08,4.69075960394589e-09,0.08498663848689024,0.045507356440938285,2.515382364961585e-08,5.6396687170748854e-08,7.66909500113096e-08,5.8882178150877255e-08,8.260765858369771e-08,5.4279535475332994e-08,5.674258064050815e-08,1.0985106161144718e-07,7.18128581186399e-08,4.148718705771298e-08,0.10520852930091049,0.045509757240322586,2.5157804927049086e-08,5.639668717075732e-08,7.670308844213064e-08,5.8879071909372984e-08,8.261201665745128e-08,5.4276672039361626e-08,5.6739587270279294e-08,1.0985106161146761e-07,7.180906973839272e-08,4.1489375767864866e-08,0.10521407971280052,0.0009464421773369117,5.1590275855299e-08,7.312972092653884e-08,7.64290030102294e-08,1.404118091038949e-07,3.915398979039133e-08,1.3913031783327042e-07,4.555282280267621e-08,1.2345725465562961e-07,2.0400252866973018e-08,4.69100707103344e-09,0.08499112206682682,0.0013292393045006695,0.020199931281795733,2.383451315853368e-09,0.0253682288278698,6.27698140996179e-09,0.019825043370227176,3.7200639507263883e-09,0.03785279915941352,3.6826670236252882e-09,0.05641202125598538,0.1023565671940346
